Pclass,Title,PassengerId,Survived,Sex,Age,Fare,Cabin,Embarked,FamilySize
1,0,186,0,0,2,2,3.200000047683716,0,0.800000011920929
3,2,187,1,1,2,0,3.200000047683716,2,0.4000000059604645
1,0,188,1,0,3,1,3.200000047683716,0,0.800000011920929
3,0,189,0,0,3,0,3.200000047683716,2,0.800000011920929
3,0,190,0,0,2,0,3.200000047683716,0,0.800000011920929
2,2,191,1,1,2,0,3.200000047683716,0,0.800000011920929
2,0,192,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,193,1,1,1,0,3.200000047683716,0,0.4000000059604645
2,3,194,1,0,0,1,3.200000047683716,0,0.800000011920929
1,2,195,1,1,3,1,0.4000000059604645,1,0.800000011920929
1,1,196,1,1,3,3,0.4000000059604645,1,0.800000011920929
3,0,197,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,198,0,0,3,0,3.200000047683716,0,0.4000000059604645
3,1,199,1,1,1,0,3.200000047683716,2,0.800000011920929
2,1,200,0,1,1,0,3.200000047683716,0,0.800000011920929
3,0,201,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,202,0,0,2,2,3.200000047683716,0,0.800000011920929
3,0,203,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,204,0,0,3,0,3.200000047683716,1,0.800000011920929
3,0,205,1,0,1,0,3.200000047683716,0,0.800000011920929
3,1,206,0,1,0,0,2.4000000953674316,0,0.4000000059604645
3,0,207,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,0,208,1,0,1,1,3.200000047683716,1,0.800000011920929
3,1,209,1,1,0,0,3.200000047683716,2,0.800000011920929
1,0,210,1,0,3,2,3.200000047683716,1,0.800000011920929
3,0,211,0,0,1,0,3.200000047683716,0,0.800000011920929
2,1,212,1,1,2,1,3.200000047683716,0,0.800000011920929
3,0,213,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,214,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,215,0,0,2,0,3.200000047683716,2,0.4000000059604645
1,1,216,1,1,2,3,1.2000000476837158,1,0.4000000059604645
3,1,217,1,1,2,0,3.200000047683716,0,0.800000011920929
2,0,218,0,0,3,1,3.200000047683716,0,0.4000000059604645
1,1,219,1,1,2,2,1.2000000476837158,1,0.800000011920929
2,0,220,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,221,1,0,0,0,3.200000047683716,0,0.800000011920929
2,0,222,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,223,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,224,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,225,1,0,3,2,0.800000011920929,0,0.4000000059604645
3,0,226,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,227,1,0,1,0,3.200000047683716,0,0.800000011920929
3,0,228,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,229,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,230,0,1,1,1,3.200000047683716,0,1.600000023841858
1,2,231,1,1,2,2,0.800000011920929,0,0.4000000059604645
3,0,232,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,233,0,0,3,0,3.200000047683716,0,0.800000011920929
3,1,234,1,1,0,2,3.200000047683716,0,2.4000000953674316
2,0,235,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,236,0,1,1,0,3.200000047683716,0,0.800000011920929
2,0,237,0,0,3,1,3.200000047683716,0,0.4000000059604645
2,1,238,1,1,0,1,3.200000047683716,0,0.800000011920929
2,0,239,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,240,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,241,0,1,1,0,3.200000047683716,1,0.4000000059604645
3,1,242,1,1,1,0,3.200000047683716,2,0.4000000059604645
2,0,243,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,244,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,245,0,0,2,0,3.200000047683716,1,0.800000011920929
1,3,246,0,0,3,2,0.800000011920929,2,0.800000011920929
3,1,247,0,1,1,0,3.200000047683716,0,0.800000011920929
2,2,248,1,1,1,0,3.200000047683716,0,0.800000011920929
1,0,249,1,0,3,2,1.2000000476837158,0,0.800000011920929
2,3,250,0,0,3,1,3.200000047683716,0,0.4000000059604645
3,0,251,0,0,2,0,3.200000047683716,0,0.800000011920929
3,2,252,0,1,2,0,2.4000000953674316,0,0.800000011920929
1,0,253,0,0,3,1,0.800000011920929,0,0.800000011920929
3,0,254,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,2,255,0,1,3,1,3.200000047683716,0,0.800000011920929
3,2,256,1,1,2,0,3.200000047683716,1,0.800000011920929
1,2,257,1,1,2,2,3.200000047683716,1,0.800000011920929
1,1,258,1,1,2,2,0.4000000059604645,0,0.800000011920929
1,1,259,1,1,2,3,3.200000047683716,1,0.800000011920929
2,2,260,1,1,3,1,3.200000047683716,0,0.4000000059604645
3,0,261,0,0,2,0,3.200000047683716,2,0.800000011920929
3,3,262,1,0,0,2,3.200000047683716,0,2.4000000953674316
1,0,263,0,0,3,2,1.600000023841858,0,0.800000011920929
1,0,264,0,0,3,0,0.4000000059604645,0,0.800000011920929
3,1,265,0,1,1,0,3.200000047683716,2,0.800000011920929
2,0,266,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,267,0,0,0,2,3.200000047683716,0,0.800000011920929
3,0,268,1,0,1,0,3.200000047683716,0,0.4000000059604645
1,2,269,1,1,3,3,0.800000011920929,0,0.4000000059604645
1,1,270,1,1,2,3,0.800000011920929,0,0.800000011920929
1,0,271,0,0,2,2,3.200000047683716,0,0.800000011920929
3,0,272,1,0,1,0,3.200000047683716,0,0.800000011920929
2,2,273,1,1,3,1,3.200000047683716,0,0.4000000059604645
1,0,274,0,0,3,1,0.800000011920929,1,0.4000000059604645
3,1,275,1,1,1,0,3.200000047683716,2,0.800000011920929
1,1,276,1,1,4,2,1.2000000476837158,0,0.4000000059604645
3,1,277,0,1,3,0,3.200000047683716,0,0.800000011920929
2,0,278,0,0,2,0,3.200000047683716,0,0.800000011920929
3,3,279,0,0,0,1,3.200000047683716,2,0.800000011920929
3,2,280,1,1,2,1,3.200000047683716,0,0.800000011920929
3,0,281,0,0,4,0,3.200000047683716,2,0.800000011920929
3,0,282,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,283,0,0,0,0,3.200000047683716,0,0.800000011920929
3,0,284,1,0,1,0,3.200000047683716,0,0.800000011920929
1,0,285,0,0,2,1,3.200000047683716,0,0.800000011920929
3,0,286,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,287,1,0,2,0,3.200000047683716,0,0.800000011920929
3,0,288,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,289,1,0,3,0,3.200000047683716,0,0.800000011920929
3,1,290,1,1,1,0,3.200000047683716,2,0.800000011920929
1,1,291,1,1,1,2,3.200000047683716,0,0.800000011920929
1,2,292,1,1,1,2,0.4000000059604645,1,0.4000000059604645
2,0,293,0,0,2,0,1.2000000476837158,1,0.800000011920929
3,1,294,0,1,1,0,3.200000047683716,0,0.800000011920929
3,0,295,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,296,0,0,2,1,3.200000047683716,1,0.800000011920929
3,0,297,0,0,1,0,3.200000047683716,1,0.800000011920929
1,1,298,0,1,0,3,0.800000011920929,0,1.2000000476837158
1,0,299,1,0,2,1,0.800000011920929,0,0.800000011920929
1,2,300,1,1,3,3,0.4000000059604645,1,0.4000000059604645
3,1,301,1,1,1,0,3.200000047683716,2,0.800000011920929
3,0,302,1,0,2,1,3.200000047683716,2,0.800000011920929
3,0,303,0,0,1,0,3.200000047683716,0,0.800000011920929
2,1,304,1,1,1,0,1.600000023841858,2,0.800000011920929
3,0,305,0,0,2,0,3.200000047683716,0,0.800000011920929
1,3,306,1,0,0,3,0.800000011920929,0,1.2000000476837158
1,1,307,1,1,1,3,3.200000047683716,1,0.800000011920929
1,2,308,1,1,1,3,0.800000011920929,1,0.4000000059604645
2,0,309,0,0,2,1,3.200000047683716,1,0.4000000059604645
1,1,310,1,1,2,2,1.600000023841858,1,0.800000011920929
1,1,311,1,1,1,2,0.800000011920929,1,0.800000011920929
1,1,312,1,1,1,3,0.4000000059604645,1,1.600000023841858
2,2,313,0,1,1,1,3.200000047683716,0,0.800000011920929
3,0,314,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,315,0,0,3,1,3.200000047683716,0,0.800000011920929
3,1,316,1,1,1,0,3.200000047683716,0,0.800000011920929
2,2,317,1,1,1,1,3.200000047683716,0,0.4000000059604645
2,3,318,0,0,3,0,3.200000047683716,0,0.800000011920929
1,1,319,1,1,2,3,0.800000011920929,0,0.800000011920929
1,2,320,1,1,3,3,1.600000023841858,1,0.800000011920929
3,0,321,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,322,0,0,2,0,3.200000047683716,0,0.800000011920929
2,1,323,1,1,2,0,3.200000047683716,2,0.800000011920929
2,2,324,1,1,1,1,3.200000047683716,0,0.800000011920929
3,0,325,0,0,2,2,3.200000047683716,0,0.800000011920929
1,1,326,1,1,2,3,0.800000011920929,1,0.800000011920929
3,0,327,0,0,3,0,3.200000047683716,0,0.800000011920929
2,2,328,1,1,2,0,1.2000000476837158,0,0.800000011920929
3,2,329,1,1,2,1,3.200000047683716,0,0.800000011920929
1,1,330,1,1,0,2,0.4000000059604645,1,0.4000000059604645
3,1,331,1,1,1,1,3.200000047683716,2,0.800000011920929
1,0,332,0,0,3,1,0.800000011920929,0,0.800000011920929
1,0,333,0,0,3,3,0.800000011920929,0,0.4000000059604645
3,0,334,0,0,0,1,3.200000047683716,0,0.800000011920929
1,2,335,1,1,2,3,3.200000047683716,0,0.4000000059604645
3,0,336,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,337,0,0,2,2,0.800000011920929,0,0.4000000059604645
1,1,338,1,1,3,3,1.600000023841858,1,0.800000011920929
3,0,339,1,0,3,0,3.200000047683716,0,0.800000011920929
1,0,340,0,0,3,2,2.799999952316284,0,0.800000011920929
2,3,341,1,0,0,1,3.200000047683716,0,0.800000011920929
1,1,342,1,1,1,3,0.800000011920929,0,0.800000011920929
2,0,343,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,344,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,345,0,0,2,0,3.200000047683716,0,0.800000011920929
2,1,346,1,1,1,0,3.200000047683716,0,0.800000011920929
2,1,347,1,1,3,0,3.200000047683716,0,0.800000011920929
3,2,348,1,1,2,0,3.200000047683716,0,0.4000000059604645
3,3,349,1,0,0,0,3.200000047683716,0,0.800000011920929
3,0,350,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,351,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,352,0,0,2,2,0.800000011920929,0,0.800000011920929
3,0,353,0,0,0,0,3.200000047683716,1,0.800000011920929
3,0,354,0,0,1,0,3.200000047683716,0,0.4000000059604645
3,0,355,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,356,0,0,2,0,3.200000047683716,0,0.800000011920929
1,1,357,1,1,1,2,1.600000023841858,0,0.4000000059604645
2,1,358,0,1,3,0,3.200000047683716,0,0.800000011920929
3,1,359,1,1,1,0,3.200000047683716,2,0.800000011920929
3,1,360,1,1,1,0,3.200000047683716,2,0.800000011920929
3,0,361,0,0,3,1,3.200000047683716,0,0.800000011920929
2,0,362,0,0,2,1,3.200000047683716,1,0.4000000059604645
3,2,363,0,1,3,0,3.200000047683716,1,0.4000000059604645
3,0,364,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,365,0,0,2,0,3.200000047683716,2,0.4000000059604645
3,0,366,0,0,2,0,3.200000047683716,0,0.800000011920929
1,2,367,1,1,3,2,1.2000000476837158,1,0.4000000059604645
3,2,368,1,1,2,0,3.200000047683716,1,0.800000011920929
3,1,369,1,1,1,0,3.200000047683716,2,0.800000011920929
1,3,370,1,1,1,2,0.4000000059604645,1,0.800000011920929
1,0,371,1,0,1,2,1.600000023841858,1,0.4000000059604645
3,0,372,0,0,1,0,3.200000047683716,0,0.4000000059604645
3,0,373,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,374,0,0,1,3,3.200000047683716,1,0.800000011920929
3,1,375,0,1,0,1,3.200000047683716,0,1.600000023841858
1,2,376,1,1,2,2,3.200000047683716,1,0.4000000059604645
3,1,377,1,1,1,0,3.200000047683716,0,0.800000011920929
1,0,378,0,0,2,3,0.800000011920929,1,0.800000011920929
3,0,379,0,0,1,0,3.200000047683716,1,0.800000011920929
3,0,380,0,0,1,0,3.200000047683716,0,0.800000011920929
1,1,381,1,1,3,3,3.200000047683716,1,0.800000011920929
3,1,382,1,1,0,0,3.200000047683716,1,0.800000011920929
3,0,383,0,0,2,0,3.200000047683716,0,0.800000011920929
1,2,384,1,1,2,2,3.200000047683716,0,0.4000000059604645
3,0,385,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,386,0,0,1,2,3.200000047683716,0,0.800000011920929
3,3,387,0,0,0,2,3.200000047683716,0,2.799999952316284
2,1,388,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,389,0,0,2,0,3.200000047683716,2,0.800000011920929
2,1,390,1,1,1,0,3.200000047683716,1,0.800000011920929
1,0,391,1,0,2,3,0.4000000059604645,0,1.2000000476837158
3,0,392,1,0,1,0,3.200000047683716,0,0.800000011920929
3,0,393,0,0,2,0,3.200000047683716,0,0.800000011920929
1,1,394,1,1,1,3,1.2000000476837158,1,0.4000000059604645
3,2,395,1,1,1,0,2.4000000953674316,0,0.800000011920929
3,0,396,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,397,0,1,2,0,3.200000047683716,0,0.800000011920929
2,0,398,0,0,3,1,3.200000047683716,0,0.800000011920929
2,3,399,0,0,1,0,3.200000047683716,0,0.800000011920929
2,2,400,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,401,1,0,3,0,3.200000047683716,0,0.800000011920929
3,0,402,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,403,0,1,1,0,3.200000047683716,0,0.4000000059604645
3,0,404,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,1,405,0,1,1,0,3.200000047683716,0,0.800000011920929
2,0,406,0,0,2,1,3.200000047683716,0,0.4000000059604645
3,0,407,0,0,3,0,3.200000047683716,0,0.800000011920929
2,3,408,1,0,0,1,3.200000047683716,0,0.800000011920929
3,0,409,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,410,0,1,1,1,3.200000047683716,0,1.600000023841858
3,0,411,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,412,0,0,2,0,3.200000047683716,2,0.800000011920929
1,1,413,1,1,2,2,0.800000011920929,2,0.4000000059604645
2,0,414,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,415,1,0,3,0,3.200000047683716,0,0.800000011920929
3,2,416,0,1,2,0,3.200000047683716,0,0.800000011920929
2,2,417,1,1,2,2,3.200000047683716,0,0.800000011920929
2,1,418,1,1,1,0,3.200000047683716,0,0.800000011920929
2,0,419,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,420,0,1,0,1,3.200000047683716,0,0.800000011920929
3,0,421,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,422,0,0,1,0,3.200000047683716,2,0.800000011920929
3,0,423,0,0,2,0,3.200000047683716,0,0.800000011920929
3,2,424,0,1,2,0,3.200000047683716,0,0.800000011920929
3,0,425,0,0,1,1,3.200000047683716,0,0.800000011920929
3,0,426,0,0,2,0,3.200000047683716,0,0.800000011920929
2,2,427,1,1,2,1,3.200000047683716,0,0.4000000059604645
2,1,428,1,1,1,1,3.200000047683716,0,0.800000011920929
3,0,429,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,430,1,0,2,0,1.600000023841858,0,0.800000011920929
